kill,agent07,1578844519967
kill,agent02,1578844519968
kill,agent06,1578844519968
kill,agent09,1578844519968
kill,agent05,1578844519968
kill,agent03,1578844519968
kill,agent04,1578844519968
kill,agent08,1578844519968
kill,agent10,1578844519968
start,agent07,1578844524967
start,agent02,1578844524968
start,agent06,1578844524968
start,agent09,1578844524969
start,agent05,1578844524971
start,agent03,1578844524972
start,agent04,1578844524972
start,agent08,1578844524973
start,agent10,1578844524974
kill,agent08,1578844529966
kill,agent10,1578844529966
kill,agent03,1578844529967
kill,agent01,1578844529967
kill,agent09,1578844529967
kill,agent05,1578844529967
kill,agent07,1578844529967
kill,agent02,1578844529967
kill,agent04,1578844529967
start,agent08,1578844534970
start,agent10,1578844534972
start,agent03,1578844534973
start,agent01,1578844534974
start,agent09,1578844534978
start,agent05,1578844534981
start,agent07,1578844534981
start,agent02,1578844534982
start,agent04,1578844534982
kill,agent01,1578844539966
kill,agent04,1578844539966
kill,agent10,1578844539966
kill,agent09,1578844539966
kill,agent08,1578844539966
kill,agent03,1578844539966
kill,agent07,1578844539967
kill,agent02,1578844539967
kill,agent05,1578844539967
start,agent01,1578844544967
start,agent04,1578844544968
start,agent10,1578844544968
start,agent09,1578844544970
start,agent08,1578844544970
start,agent03,1578844544970
start,agent07,1578844544973
start,agent02,1578844544974
start,agent05,1578844544974
kill,agent04,1578844549965
kill,agent03,1578844549965
kill,agent02,1578844549965
kill,agent06,1578844549965
kill,agent01,1578844549965
kill,agent05,1578844549965
kill,agent08,1578844549966
kill,agent07,1578844549966
kill,agent09,1578844549966
start,agent04,1578844554968
start,agent03,1578844554968
start,agent02,1578844554969
start,agent06,1578844554971
start,agent01,1578844554971
start,agent05,1578844554971
start,agent08,1578844554974
start,agent07,1578844554974
start,agent09,1578844554974
kill,agent07,1578844559965
kill,agent04,1578844559966
kill,agent06,1578844559966
kill,agent02,1578844559966
kill,agent01,1578844559966
kill,agent08,1578844559966
kill,agent10,1578844559966
kill,agent03,1578844559966
kill,agent09,1578844559966
start,agent07,1578844564967
start,agent04,1578844564967
start,agent06,1578844564968
start,agent02,1578844564968
start,agent01,1578844564969
start,agent08,1578844564971
start,agent10,1578844564972
start,agent03,1578844564972
start,agent09,1578844564972
kill,agent01,1578844569965
kill,agent10,1578844569965
kill,agent03,1578844569965
kill,agent04,1578844569965
kill,agent06,1578844569965
kill,agent09,1578844569965
kill,agent02,1578844569965
kill,agent08,1578844569965
kill,agent05,1578844569965
start,agent01,1578844574967
start,agent10,1578844574967
start,agent03,1578844574968
start,agent04,1578844574968
start,agent06,1578844574968
start,agent09,1578844574969
start,agent02,1578844574969
start,agent08,1578844574969
start,agent05,1578844574970
kill,agent10,1578844579966
kill,agent07,1578844579966
kill,agent01,1578844579966
kill,agent03,1578844579966
kill,agent06,1578844579966
kill,agent04,1578844579966
kill,agent09,1578844579966
kill,agent02,1578844579966
kill,agent05,1578844579966
start,agent10,1578844584967
start,agent07,1578844584967
start,agent01,1578844584967
start,agent03,1578844584968
start,agent06,1578844584968
start,agent04,1578844584969
start,agent09,1578844584969
start,agent02,1578844584970
start,agent05,1578844584970
kill,agent05,1578844589965
kill,agent01,1578844589965
kill,agent09,1578844589965
kill,agent07,1578844589965
kill,agent10,1578844589965
kill,agent08,1578844589965
kill,agent03,1578844589965
kill,agent06,1578844589965
kill,agent02,1578844589965
start,agent05,1578844594968
start,agent01,1578844594968
start,agent09,1578844594969
start,agent07,1578844594969
start,agent10,1578844594970
start,agent08,1578844594971
start,agent03,1578844594971
start,agent06,1578844594972
start,agent02,1578844594972
kill,agent06,1578844599965
kill,agent09,1578844599965
kill,agent07,1578844599965
kill,agent04,1578844599965
kill,agent03,1578844599965
kill,agent10,1578844599965
kill,agent05,1578844599965
kill,agent02,1578844599965
kill,agent01,1578844599965
start,agent06,1578844604967
start,agent09,1578844604967
start,agent07,1578844604968
start,agent04,1578844604968
start,agent03,1578844604969
start,agent10,1578844604969
start,agent05,1578844604969
start,agent02,1578844604970
start,agent01,1578844604970
kill,agent03,1578844609965
kill,agent05,1578844609965
kill,agent10,1578844609965
kill,agent04,1578844609965
kill,agent08,1578844609965
kill,agent02,1578844609965
kill,agent06,1578844609965
kill,agent01,1578844609965
kill,agent07,1578844609965
start,agent03,1578844614966
start,agent05,1578844614967
start,agent10,1578844614967
start,agent04,1578844614968
start,agent08,1578844614968
start,agent02,1578844614968
start,agent06,1578844614969
start,agent01,1578844614969
start,agent07,1578844614969
