2018-03-01T01:00,5.480999946594238,255,90,90,70,5.480999946594238, , , 
2018-03-01T01:00,5.909999847412109,255,90,90,70,5.909999847412109, , , 
2018-03-01T01:00,6.400000095367432,255,@,@,@,6.400000095367432, , , 
2018-03-01T01:00,6.724999904632568,255, , , ,6.724999904632568, , , 
2018-03-01T01:00,7.199999809265137,255, , , ,7.199999809265137, , , 
2018-03-01T01:00,8.100000381469727,255, , , ,8.100000381469727, , , 
2018-03-01T01:00,8.600000381469727,255, , , ,8.600000381469727, , , 
2018-03-01T01:00,9.100000381469727,255, , , ,9.100000381469727, , , 
2018-03-01T01:00,9.899999618530273,255, , , ,9.899999618530273, , , 
2018-03-01T01:00,10.300000190734863,255, , , ,10.300000190734863, , , 
2018-03-01T01:00,11.100000381469727,255, , , ,11.100000381469727, , , 
2018-03-01T01:00,12.0,255, , , ,12.0, , , 
2018-03-01T01:00,12.300000190734863,255, , , ,12.300000190734863, , , 
2018-03-01T01:00,12.699999809265137,255, , , ,12.699999809265137, , , 
2018-03-01T01:00,13.234999656677246,255, , , ,13.234999656677246, , , 
2018-03-01T01:00,13.699999809265137,255, , , ,13.699999809265137, , , 
2018-03-01T01:00,14.199999809265137,255, , , ,14.199999809265137, , , 
2018-03-01T01:00,14.699999809265137,255, , , ,14.699999809265137, , , 
2018-03-01T01:00,15.03499984741211,255, , , ,15.03499984741211, , , 
2018-03-01T01:00,15.399999618530273,255, , , ,15.399999618530273, , , 
2018-03-01T01:00,15.8100004196167,255, , , ,15.8100004196167, , , 
2018-03-01T01:00,16.200000762939453,255,(80),(80),(80),16.200000762939453, , , 
2018-03-01T01:00,16.655000686645508,255,(80),(80),(80),16.655000686645508, , , 
2018-03-01T01:00,17.100000381469727,255,*PR*,(80),(80),17.100000381469727, , , 
2018-03-01T01:00,17.799999237060547,255,X,*PR*, ,17.799999237060547, , , 
2018-03-01T01:01,5.480999946594238,255,90,90,70,5.480999946594238, , , 
2018-03-01T01:01,5.909999847412109,255,90,90,70,5.909999847412109, , , 
2018-03-01T01:01,6.400000095367432,255,@,@,@,6.400000095367432, , , 
2018-03-01T01:01,6.724999904632568,255, , , ,6.724999904632568, , , 
2018-03-01T01:01,7.199999809265137,255, , , ,7.199999809265137, , , 
2018-03-01T01:01,8.100000381469727,255, , , ,8.100000381469727, , , 
2018-03-01T01:01,8.600000381469727,255, , , ,8.600000381469727, , , 
2018-03-01T01:01,9.100000381469727,255, , , ,9.100000381469727, , , 
2018-03-01T01:01,9.899999618530273,255, , , ,9.899999618530273, , , 
2018-03-01T01:01,10.300000190734863,255, , , ,10.300000190734863, , , 
2018-03-01T01:01,11.100000381469727,255, , , ,11.100000381469727, , , 
2018-03-01T01:01,12.0,255, , , ,12.0, , , 
2018-03-01T01:01,12.300000190734863,255, , , ,12.300000190734863, , , 
2018-03-01T01:01,12.699999809265137,255, , , ,12.699999809265137, , , 
2018-03-01T01:01,13.234999656677246,255, , , ,13.234999656677246, , , 
2018-03-01T01:01,13.699999809265137,255, , , ,13.699999809265137, , , 
2018-03-01T01:01,14.199999809265137,255, , , ,14.199999809265137, , , 
2018-03-01T01:01,14.699999809265137,255, , , ,14.699999809265137, , , 
2018-03-01T01:01,15.03499984741211,255, , , ,15.03499984741211, , , 
2018-03-01T01:01,15.399999618530273,255, , , ,15.399999618530273, , , 
2018-03-01T01:01,15.8100004196167,255, , , ,15.8100004196167, , , 
2018-03-01T01:01,16.200000762939453,255,(80),(80),(80),16.200000762939453, , , 
2018-03-01T01:01,16.655000686645508,255,(80),(80),(80),16.655000686645508, , , 
2018-03-01T01:01,17.100000381469727,255,*PR*,(80),(80),17.100000381469727, , , 
2018-03-01T01:01,17.799999237060547,255,X,*PR*, ,17.799999237060547, , , 
2018-03-01T01:02,5.480999946594238,255,90,90,70,5.480999946594238, , , 
2018-03-01T01:02,5.909999847412109,255,90,90,70,5.909999847412109, , , 
2018-03-01T01:02,6.400000095367432,255,@,@,@,6.400000095367432, , , 
2018-03-01T01:02,6.724999904632568,255, , , ,6.724999904632568, , , 
2018-03-01T01:02,7.199999809265137,255, , , ,7.199999809265137, , , 
2018-03-01T01:02,8.100000381469727,255, , , ,8.100000381469727, , , 
2018-03-01T01:02,8.600000381469727,255, , , ,8.600000381469727, , , 
2018-03-01T01:02,9.100000381469727,255, , , ,9.100000381469727, , , 
2018-03-01T01:02,9.899999618530273,255, , , ,9.899999618530273, , , 
2018-03-01T01:02,10.300000190734863,255, , , ,10.300000190734863, , , 
2018-03-01T01:02,11.100000381469727,255, , , ,11.100000381469727, , , 
2018-03-01T01:02,12.0,255, , , ,12.0, , , 
2018-03-01T01:02,12.300000190734863,255, , , ,12.300000190734863, , , 
2018-03-01T01:02,12.699999809265137,255, , , ,12.699999809265137, , , 
2018-03-01T01:02,13.234999656677246,255, , , ,13.234999656677246, , , 
2018-03-01T01:02,13.699999809265137,255, , , ,13.699999809265137, , , 
2018-03-01T01:02,14.199999809265137,255, , , ,14.199999809265137, , , 
2018-03-01T01:02,14.699999809265137,255, , , ,14.699999809265137, , , 
2018-03-01T01:02,15.03499984741211,255, , , ,15.03499984741211, , , 
2018-03-01T01:02,15.399999618530273,255, , , ,15.399999618530273, , , 
2018-03-01T01:02,15.8100004196167,255, , , ,15.8100004196167, , , 
2018-03-01T01:02,16.200000762939453,255,(80),(80),(80),16.200000762939453, , , 
