1-3-2018;00:00:01;BEELD;OS;A13R;16,200;(80);(80);(80);
1-3-2018;00:00:01;BEELD;OS;A13R;16,655;(80);(80);(80);(80)
1-3-2018;00:00:01;BEELD;OS;A13R;17,100;(80);(80);(80);
1-3-2018;00:00:01;BEELD;OS;A13R;17,800;(80);(80);BL;
1-3-2018;00:05:19;BEELD;OS;A13R;17,100;*PR*;(80);(80);
1-3-2018;00:05:20;BEELD;OS;A13R;17,800;X;70;BL;
1-3-2018;00:06:07;BEELD;OS;A13R;17,800;X;*PR*;BL;
1-3-2018;00:47:40;BEELD;OS;A13R;5,481;90;90;70;
1-3-2018;00:47:42;BEELD;OS;A13R;5,910;@;@;@;
1-3-2018;00:48:10;BEELD;OS;A13R;5,910;90;90;70;
1-3-2018;00:48:10;BEELD;OS;A13R;6,400;@;@;@;BL
1-3-2018;01:08:08;BEELD;OS;A13R;15,810;BL;BL;BL;
1-3-2018;01:08:29;BEELD;OS;A13R;5,481;70;70;X;
1-3-2018;01:12:34;BEELD;OS;A13R;6,400;BL;BL;BL;BL
1-3-2018;01:12:35;BEELD;OS;A13R;5,910;@;@;@;
1-3-2018;01:12:43;BEELD;OS;A13R;5,481;BL;BL;BL;
1-3-2018;01:12:43;BEELD;OS;A13R;5,910;BL;BL;BL;
1-3-2018;01:55:51;BEELD;OS;A13R;14,700;90;90;90;
1-3-2018;01:55:52;BEELD;OS;A13R;15,035;90;90;70;
1-3-2018;01:55:53;BEELD;OS;A13R;15,400;90;90;70;
1-3-2018;01:55:54;BEELD;OS;A13R;16,200;(80);(80);70;
1-3-2018;02:04:28;BEELD;OS;A13R;13,235;90;90;90;
1-3-2018;02:04:29;BEELD;OS;A13R;13,700;90;90;*PL*;
1-3-2018;02:04:30;BEELD;OS;A13R;14,200;70;70;X;
1-3-2018;02:04:31;BEELD;OS;A13R;14,700;70;70;X;
1-3-2018;02:07:16;BEELD;OS;A13R;15,035;70;70;X;
1-3-2018;02:07:16;BEELD;OS;A13R;15,400;70;70;X;
1-3-2018;02:07:20;BEELD;OS;A13R;16,200;70;70;X;
1-3-2018;02:26:11;BEELD;OS;A13R;16,200;(80);(80);(80);
1-3-2018;02:26:12;BEELD;OS;A13R;15,400;BL;BL;BL;
1-3-2018;02:26:12;BEELD;OS;A13R;15,810;70;70;X;
1-3-2018;02:26:13;BEELD;OS;A13R;15,035;@;@;@;
1-3-2018;02:26:28;BEELD;OS;A13R;15,035;BL;BL;BL;
1-3-2018;02:26:29;BEELD;OS;A13R;14,200;BL;BL;BL;
1-3-2018;02:26:29;BEELD;OS;A13R;14,700;BL;BL;BL;
1-3-2018;02:26:29;BEELD;OS;A13R;15,810;BL;BL;BL;
1-3-2018;02:26:31;BEELD;OS;A13R;13,700;BL;BL;BL;
1-3-2018;02:26:32;BEELD;OS;A13R;13,235;BL;BL;BL;
1-3-2018;02:40:33;BEELD;OS;A13R;17,800;(80);(80);BL;
1-3-2018;02:40:34;BEELD;OS;A13R;17,100;(80);(80);(80);
1-3-2018;05:58:45;BEELD;OS;A13R;17,800;BL;BL;BL;
1-3-2018;05:59:15;BEELD;OS;A13R;17,800;(80);(80);(80);
1-3-2018;06:02:13;BEELD;OS;A13R;17,800;(80);(80);BL;
1-3-2018;07:50:15;BEELD;OS;A13R;17,800;*70*;*70*;BL;
1-3-2018;07:53:49;BEELD;OS;A13R;17,100;*70*;*70*;*70*;
1-3-2018;07:53:49;BEELD;OS;A13R;17,800;*50*;*50*;BL;
1-3-2018;07:57:57;BEELD;OS;A13R;16,655;*70*;*70*;*70*;*70*
1-3-2018;07:57:57;BEELD;OS;A13R;17,100;*50*;*50*;*50*;
1-3-2018;07:57:57;BEELD;OS;A13R;17,800;50;50;BL;
1-3-2018;07:59:10;BEELD;OS;A13R;16,200;*70*;*70*;*70*;
1-3-2018;07:59:10;BEELD;OS;A13R;16,655;*50*;*50*;*50*;*50*
1-3-2018;07:59:10;BEELD;OS;A13R;17,100;50;50;50;
1-3-2018;08:01:37;BEELD;OS;A13R;15,810;*70*;*70*;*70*;
1-3-2018;08:01:37;BEELD;OS;A13R;16,200;*50*;*50*;*50*;
1-3-2018;08:01:37;BEELD;OS;A13R;16,655;50;50;50;*50*
1-3-2018;08:02:49;BEELD;OS;A13R;17,800;*50*;*50*;BL;
1-3-2018;08:02:50;BEELD;OS;A13R;17,100;70;70;70;
1-3-2018;08:03:00;BEELD;OS;A13R;15,810;*50*;*50*;*50*;
1-3-2018;08:03:01;BEELD;OS;A13R;15,400;*70*;*70*;*70*;
1-3-2018;08:03:01;BEELD;OS;A13R;16,200;50;50;50;
1-3-2018;08:03:18;BEELD;OS;A13R;17,100;50;50;50;
